data,denominazione_regione,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_consegnate,percentuale_dosi_somministrate_tot_su_consegnate,dosi_somministrate_prima_per_10k_abitanti,dosi_somministrate_seconda_per_10k_abitanti,dosi_consegnate_per_10k_abitanti,data_ultimo_check
2021-01-09T23:00:02,Abruzzo,10835,0,10835,15735,68.86,82.98,0,120.5,2021-01-09T23:58:01
2021-01-09T23:00:02,Basilicata,4495,0,4495,7905,56.86,80.71,0,141.94,2021-01-09T23:58:01
2021-01-09T23:00:02,Calabria,10061,0,10061,25630,39.25,52.27,0,133.16,2021-01-09T23:58:01
2021-01-09T23:00:02,Campania,50427,0,50427,67020,75.24,87.16,0,115.83,2021-01-09T23:58:01
2021-01-09T23:00:02,Emilia-Romagna,61570,0,61570,87750,70.17,137.83,0,196.44,2021-01-09T23:58:01
2021-01-09T23:00:02,Friuli-Venezia Giulia,11527,0,11527,24640,46.78,95.16,0,203.41,2021-01-09T23:58:01
2021-01-09T23:00:02,Lazio,62469,0,62469,87730,71.21,106.5,0,149.57,2021-01-09T23:58:01
2021-01-09T23:00:02,Liguria,16444,0,16444,30545,53.84,106.56,0,197.94,2021-01-09T23:58:01
2021-01-09T23:00:02,Lombardia,58058,0,58058,153720,37.77,57.46,0,152.14,2021-01-09T23:58:01
2021-01-09T23:00:02,Marche,12370,0,12370,17750,69.69,81.47,0,116.9,2021-01-09T23:58:01
2021-01-09T23:00:02,Molise,2958,0,2958,4925,60.06,97.86,0,162.94,2021-01-09T23:58:01
2021-01-09T23:00:02,P.A. Bolzano,4795,0,4795,13795,34.76,92.05,0,264.83,2021-01-09T23:58:01
2021-01-09T23:00:02,P.A. Trento,7117,0,7117,9850,72.25,131.26,0,181.66,2021-01-09T23:58:01
2021-01-09T23:00:02,Piemonte,43068,0,43068,82810,52.01,99.2,0,190.75,2021-01-09T23:58:01
2021-01-09T23:00:02,Puglia,29722,0,29722,48280,61.56,74.15,0,120.45,2021-01-09T23:58:01
2021-01-09T23:00:02,Sardegna,13216,0,13216,19680,67.15,81.06,0,120.7,2021-01-09T23:58:01
2021-01-09T23:00:02,Sicilia,57664,0,57664,78685,73.28,116.06,0,158.37,2021-01-09T23:58:01
2021-01-09T23:00:02,Toscana,41800,0,41800,52295,79.93,112.28,0,140.47,2021-01-09T23:58:01
2021-01-09T23:00:02,Umbria,7583,0,7583,9835,77.1,86.14,0,111.73,2021-01-09T23:58:01
2021-01-09T23:00:02,Valle d'Aosta,980,0,980,1970,49.75,78.09,0,156.97,2021-01-09T23:58:01
2021-01-09T23:00:02,Veneto,63525,0,63525,77900,81.55,129.44,0,158.73,2021-01-09T23:58:01
2021-01-09T23:00:02,Italia,570684,0,570684,918450,62.14,94.75,0,152.48,2021-01-09T23:58:01
