data,denominazione_regione,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_consegnate,percentuale_dosi_somministrate_tot_su_consegnate,dosi_somministrate_prima_per_10k_abitanti,dosi_somministrate_seconda_per_10k_abitanti,dosi_consegnate_per_10k_abitanti,data_ultimo_check
2021-01-04T23:24:01,Abruzzo,2289,0,2289,7935,28.85,17.53,0,60.77,2021-01-04T23:58:01
2021-01-04T23:24:01,Basilicata,2007,0,2007,4980,40.3,36.04,0,89.42,2021-01-04T23:58:01
2021-01-04T23:24:01,Calabria,677,0,677,12955,5.23,3.52,0,67.31,2021-01-04T23:58:01
2021-01-04T23:24:01,Campania,10745,0,10745,33870,31.72,18.57,0,58.54,2021-01-04T23:58:01
2021-01-04T23:24:01,Emilia-Romagna,8254,0,8254,43875,18.81,18.48,0,98.22,2021-01-04T23:58:01
2021-01-04T23:24:01,Friuli-Venezia Giulia,4963,0,4963,11965,41.48,40.97,0,98.77,2021-01-04T23:58:01
2021-01-04T23:24:01,Lazio,28134,0,28134,45805,61.42,47.96,0,78.09,2021-01-04T23:58:01
2021-01-04T23:24:01,Liguria,4801,0,4801,15920,30.16,31.11,0,103.17,2021-01-04T23:58:01
2021-01-04T23:24:01,Lombardia,8082,0,8082,80595,10.03,8.0,0,79.77,2021-01-04T23:58:01
2021-01-04T23:24:01,Marche,2385,0,2385,8975,26.57,15.71,0,59.11,2021-01-04T23:58:01
2021-01-04T23:24:01,Molise,50,0,50,2975,1.68,1.65,0,98.42,2021-01-04T23:58:01
2021-01-04T23:24:01,P.A. Bolzano,1490,0,1490,5995,24.85,28.6,0,115.09,2021-01-04T23:58:01
2021-01-04T23:24:01,P.A. Trento,2768,0,2768,4975,55.64,51.05,0,91.75,2021-01-04T23:58:01
2021-01-04T23:24:01,Piemonte,17473,0,17473,40885,42.74,40.25,0,94.18,2021-01-04T23:58:01
2021-01-04T23:24:01,Puglia,10413,0,10413,25855,40.27,25.98,0,64.5,2021-01-04T23:58:01
2021-01-04T23:24:01,Sardegna,965,0,965,12855,7.51,5.92,0,78.84,2021-01-04T23:58:01
2021-01-04T23:24:01,Sicilia,13170,0,13170,46510,28.32,26.51,0,93.61,2021-01-04T23:58:01
2021-01-04T23:24:01,Toscana,15644,0,15644,27920,56.03,42.02,0,75.0,2021-01-04T23:58:01
2021-01-04T23:24:01,Umbria,2057,0,2057,4960,41.47,23.37,0,56.35,2021-01-04T23:58:01
2021-01-04T23:24:01,Valle d'Aosta,186,0,186,995,18.69,14.82,0,79.28,2021-01-04T23:58:01
2021-01-04T23:24:01,Veneto,21626,0,21626,38900,55.59,44.07,0,79.26,2021-01-04T23:58:01
2021-01-04T23:24:01,Italia,158179,0,158179,479700,32.97,26.26,0,79.64,2021-01-04T23:58:01
