data,denominazione_regione,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_consegnate,percentuale_dosi_somministrate_tot_su_consegnate,dosi_somministrate_prima_per_10k_abitanti,dosi_somministrate_seconda_per_10k_abitanti,dosi_consegnate_per_10k_abitanti,data_ultimo_check
2021-01-10T23:00:0,Abruzzo,11937,0,11937,15735,75.86,91.42,0,120.5,2021-01-10T23:58:02
2021-01-10T23:00:0,Basilicata,4537,0,4537,7905,57.39,81.46,0,141.94,2021-01-10T23:58:02
2021-01-10T23:00:0,Calabria,10940,0,10940,25630,42.68,56.84,0,133.16,2021-01-10T23:58:02
2021-01-10T23:00:0,Campania,68138,0,68138,67020,101.67,117.77,0,115.83,2021-01-10T23:58:02
2021-01-10T23:00:0,Emilia-Romagna,67622,0,67622,87750,77.06,151.38,0,196.44,2021-01-10T23:58:02
2021-01-10T23:00:0,Friuli-Venezia Giulia,13822,0,13822,24640,56.1,114.1,0,203.41,2021-01-10T23:58:02
2021-01-10T23:00:0,Lazio,66439,0,66439,87730,75.73,113.27,0,149.57,2021-01-10T23:58:02
2021-01-10T23:00:0,Liguria,17327,0,17327,30545,56.73,112.28,0,197.94,2021-01-10T23:58:02
2021-01-10T23:00:0,Lombardia,67851,0,67851,153720,44.14,67.15,0,152.14,2021-01-10T23:58:02
2021-01-10T23:00:0,Marche,14130,0,14130,17750,79.61,93.06,0,116.9,2021-01-10T23:58:02
2021-01-10T23:00:0,Molise,3227,0,3227,4925,65.52,106.76,0,162.94,2021-01-10T23:58:02
2021-01-10T23:00:0,P.A. Bolzano,4795,0,4795,13795,34.76,92.05,0,264.83,2021-01-10T23:58:02
2021-01-10T23:00:0,P.A. Trento,7303,0,7303,9850,74.14,134.69,0,181.66,2021-01-10T23:58:02
2021-01-10T23:00:0,Piemonte,47335,0,47335,82810,57.16,109.03,0,190.75,2021-01-10T23:58:02
2021-01-10T23:00:0,Puglia,36383,0,36383,48280,75.36,90.77,0,120.45,2021-01-10T23:58:02
2021-01-10T23:00:0,Sardegna,15979,0,15979,19680,81.19,98.0,0,120.7,2021-01-10T23:58:02
2021-01-10T23:00:0,Sicilia,61694,0,61694,78685,78.41,124.17,0,158.37,2021-01-10T23:58:02
2021-01-10T23:00:0,Toscana,44720,0,44720,52295,85.51,120.13,0,140.47,2021-01-10T23:58:02
2021-01-10T23:00:0,Umbria,8917,0,8917,9835,90.67,101.3,0,111.73,2021-01-10T23:58:02
2021-01-10T23:00:0,Valle d'Aosta,1643,0,1643,1970,83.4,130.92,0,156.97,2021-01-10T23:58:02
2021-01-10T23:00:0,Veneto,68480,0,68480,77900,87.91,139.54,0,158.73,2021-01-10T23:58:02
2021-01-10T23:00:0,Italia,643219,0,643219,918450,70.03,106.79,0,152.48,2021-01-10T23:58:02
