data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-04-04T17:31:09,16-19,9939,3681,13620,4.28,1.59,2021-04-04T22:10:02
2021-04-04T17:31:09,20-29,438370,238292,676662,71.2,38.7,2021-04-04T22:10:02
2021-04-04T17:31:09,30-39,654516,318338,972854,94.14,45.79,2021-04-04T22:10:02
2021-04-04T17:31:09,40-49,924286,392644,1316930,102.25,43.44,2021-04-04T22:10:02
2021-04-04T17:31:09,50-59,1200940,512671,1713611,126.4,53.96,2021-04-04T22:10:02
2021-04-04T17:31:09,60-69,819400,341852,1161252,110.35,46.04,2021-04-04T22:10:02
2021-04-04T17:31:09,70-79,810939,123200,934139,135.0,20.51,2021-04-04T22:10:02
2021-04-04T17:31:09,80-89,2249865,1187551,3437416,616.83,325.58,2021-04-04T22:10:02
2021-04-04T17:31:09,90+,517574,323158,840732,651.39,406.71,2021-04-04T22:10:02
2021-04-04T17:31:09,16+,7625829,3441387,11067216,147.08,66.38,2021-04-04T22:10:02
