data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-04-10T18:37:50,16-19,12630,4414,17044,5.44,1.9,2021-04-10T21:20:01
2021-04-10T18:37:50,20-29,468779,247238,716017,76.14,40.15,2021-04-10T21:20:01
2021-04-10T18:37:50,30-39,694082,330070,1024152,99.83,47.47,2021-04-10T21:20:01
2021-04-10T18:37:50,40-49,986202,409037,1395239,109.1,45.25,2021-04-10T21:20:01
2021-04-10T18:37:50,50-59,1295024,536206,1831230,136.3,56.44,2021-04-10T21:20:01
2021-04-10T18:37:50,60-69,957075,367790,1324865,128.9,49.53,2021-04-10T21:20:01
2021-04-10T18:37:50,70-79,1270103,157889,1427992,211.44,26.28,2021-04-10T21:20:01
2021-04-10T18:37:50,80-89,2631136,1450018,4081154,721.36,397.54,2021-04-10T21:20:01
2021-04-10T18:37:50,90+,571505,373994,945499,719.26,470.69,2021-04-10T21:20:01
2021-04-10T18:37:50,16+,8886536,3876656,12763192,171.4,74.77,2021-04-10T21:20:01
