data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-03T04:10:29,16-19,30603,10131,40734,13.18,4.36,2021-05-03T06:46:02
2021-05-03T04:10:29,20-29,581549,292352,873901,94.45,47.48,2021-05-03T06:46:02
2021-05-03T04:10:29,30-39,835998,391089,1227087,120.24,56.25,2021-05-03T06:46:02
2021-05-03T04:10:29,40-49,1229793,508767,1738560,136.04,56.28,2021-05-03T06:46:02
2021-05-03T04:10:29,50-59,1753832,702004,2455836,184.59,73.89,2021-05-03T06:46:02
2021-05-03T04:10:29,60-69,2500604,602927,3103531,336.77,81.2,2021-05-03T06:46:02
2021-05-03T04:10:29,70-79,3777670,602091,4379761,628.9,100.23,2021-05-03T06:46:02
2021-05-03T04:10:29,80-89,3172406,2519112,5691518,869.75,690.65,2021-05-03T06:46:02
2021-05-03T04:10:29,90+,710713,534222,1244935,894.46,672.34,2021-05-03T06:46:02
2021-05-03T04:10:29,16+,14593168,6162695,20755863,281.47,118.86,2021-05-03T06:46:02
