data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-30T19:07:25,16-19,92972,33892,126864,40.04,14.6,2021-05-31T04:40:02
2021-05-30T19:07:25,20-29,901073,487318,1388391,146.35,79.15,2021-05-31T04:40:02
2021-05-30T19:07:25,30-39,1211743,689881,1901624,174.28,99.22,2021-05-31T04:40:02
2021-05-30T19:07:25,40-49,2195504,1035502,3231006,242.87,114.55,2021-05-31T04:40:02
2021-05-30T19:07:25,50-59,4281665,1578004,5859669,450.65,166.09,2021-05-31T04:40:02
2021-05-30T19:07:25,60-69,5341861,1787593,7129454,719.43,240.75,2021-05-31T04:40:02
2021-05-30T19:07:25,70-79,4959467,1946402,6905869,825.64,324.03,2021-05-31T04:40:02
2021-05-30T19:07:25,80-89,3344606,3035620,6380226,916.96,832.25,2021-05-31T04:40:02
2021-05-30T19:07:25,90+,767773,672402,1440175,966.27,846.24,2021-05-31T04:40:02
2021-05-30T19:07:25,16+,23096664,11266614,34363278,445.48,217.3,2021-05-31T04:40:02
