data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-01-30T20:03:37,16-19,1348,204,1552,0.58,0.09,2021-01-31T03:58:01
2021-01-30T20:03:37,20-29,136852,51217,188069,22.23,8.32,2021-01-31T03:58:01
2021-01-30T20:03:37,30-39,205034,94839,299873,29.49,13.64,2021-01-31T03:58:01
2021-01-30T20:03:37,40-49,256623,116654,373277,28.39,12.9,2021-01-31T03:58:01
2021-01-30T20:03:37,50-59,344698,159287,503985,36.28,16.76,2021-01-31T03:58:01
2021-01-30T20:03:37,60-69,212966,99893,312859,28.68,13.45,2021-01-31T03:58:01
2021-01-30T20:03:37,70-79,49918,12168,62086,8.31,2.03,2021-01-31T03:58:01
2021-01-30T20:03:37,80-89,72817,12948,85765,19.96,3.55,2021-01-31T03:58:01
2021-01-30T20:03:37,90+,56559,11458,68017,71.18,14.42,2021-01-31T03:58:01
2021-01-30T20:03:37,16+,1336815,558668,1895483,25.78,10.78,2021-01-31T03:58:01
