data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-01-28T13:01:29,16-19,1339,83,1422,0.58,0.04,2021-01-28T15:54:01
2021-01-28T13:01:29,20-29,135178,29791,164969,21.95,4.84,2021-01-28T15:54:01
2021-01-28T13:01:29,30-39,202474,58638,261112,29.12,8.43,2021-01-28T15:54:01
2021-01-28T13:01:29,40-49,252967,71833,324800,27.98,7.95,2021-01-28T15:54:01
2021-01-28T13:01:29,50-59,339778,97685,437463,35.76,10.28,2021-01-28T15:54:01
2021-01-28T13:01:29,60-69,209424,60727,270151,28.2,8.18,2021-01-28T15:54:01
2021-01-28T13:01:29,70-79,48756,6195,54951,8.12,1.03,2021-01-28T15:54:01
2021-01-28T13:01:29,80-89,70502,6928,77430,19.33,1.9,2021-01-28T15:54:01
2021-01-28T13:01:29,90+,54542,6187,60729,68.64,7.79,2021-01-28T15:54:01
2021-01-28T13:01:29,16+,1314960,338067,1653027,25.36,6.52,2021-01-28T15:54:01
