data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-06-01T04:09:39,16-19,100712,34553,135265,43.37,14.88,2021-06-01T11:16:02
2021-06-01T04:09:39,20-29,920947,495893,1416840,149.57,80.54,2021-06-01T11:16:02
2021-06-01T04:09:39,30-39,1232865,702860,1935725,177.32,101.09,2021-06-01T11:16:02
2021-06-01T04:09:39,40-49,2282219,1057257,3339476,252.46,116.96,2021-06-01T11:16:02
2021-06-01T04:09:39,50-59,4463538,1612275,6075813,469.79,169.69,2021-06-01T11:16:02
2021-06-01T04:09:39,60-69,5409769,1835680,7245449,728.57,247.22,2021-06-01T11:16:02
2021-06-01T04:09:39,70-79,4979983,1985551,6965534,829.05,330.55,2021-06-01T11:16:02
2021-06-01T04:09:39,80-89,3348713,3044176,6392889,918.09,834.6,2021-06-01T11:16:02
2021-06-01T04:09:39,90+,769043,675320,1444363,967.87,849.92,2021-06-01T11:16:02
2021-06-01T04:09:39,16+,23507789,11443565,34951354,453.41,220.72,2021-06-01T11:16:02
