data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-01-05T23:18:44,16-19,194,0,194,0.08,0,2021-01-05T23:58:02
2021-01-05T23:18:44,20-29,19412,0,19412,3.15,0,2021-01-05T23:58:02
2021-01-05T23:18:44,30-39,33991,0,33991,4.89,0,2021-01-05T23:58:02
2021-01-05T23:18:44,40-49,43630,0,43630,4.83,0,2021-01-05T23:58:02
2021-01-05T23:18:44,50-59,54964,0,54964,5.78,0,2021-01-05T23:58:02
2021-01-05T23:18:44,60-69,29103,0,29103,3.92,0,2021-01-05T23:58:02
2021-01-05T23:18:44,70-79,2823,0,2823,0.47,0,2021-01-05T23:58:02
2021-01-05T23:18:44,80-89,3875,0,3875,1.06,0,2021-01-05T23:58:02
2021-01-05T23:18:44,90+,3019,0,3019,3.8,0,2021-01-05T23:58:02
2021-01-05T23:18:44,16+,191011,0,191011,3.68,0,2021-01-05T23:58:02
