data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-14T14:00:18,16-19,1933,1244,3177,0.83,0.54,2021-02-14T18:34:02
2021-02-14T14:00:18,20-29,180078,131445,311523,29.25,21.35,2021-02-14T18:34:02
2021-02-14T14:00:18,30-39,255017,198315,453332,36.68,28.52,2021-02-14T18:34:02
2021-02-14T14:00:18,40-49,316466,248135,564601,35.01,27.45,2021-02-14T18:34:02
2021-02-14T14:00:18,50-59,413046,334452,747498,43.47,35.2,2021-02-14T18:34:02
2021-02-14T14:00:18,60-69,256954,208019,464973,34.61,28.02,2021-02-14T18:34:02
2021-02-14T14:00:18,70-79,67786,45823,113609,11.28,7.63,2021-02-14T18:34:02
2021-02-14T14:00:18,80-89,129657,64011,193668,35.55,17.55,2021-02-14T18:34:02
2021-02-14T14:00:18,90+,76298,49605,125903,96.02,62.43,2021-02-14T18:34:02
2021-02-14T14:00:18,16+,1697235,1281049,2978284,32.74,24.71,2021-02-14T18:34:02
