data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-02T20:01:15,16-19,1362,486,1848,0.59,0.21,2021-02-03T08:06:02
2021-02-02T20:01:15,20-29,138539,74442,212981,22.5,12.09,2021-02-03T08:06:02
2021-02-02T20:01:15,30-39,207287,127398,334685,29.81,18.32,2021-02-03T08:06:02
2021-02-02T20:01:15,40-49,259650,157365,417015,28.72,17.41,2021-02-03T08:06:02
2021-02-02T20:01:15,50-59,348432,215207,563639,36.67,22.65,2021-02-03T08:06:02
2021-02-02T20:01:15,60-69,215194,135129,350323,28.98,18.2,2021-02-03T08:06:02
2021-02-02T20:01:15,70-79,50878,19965,70843,8.47,3.32,2021-02-03T08:06:02
2021-02-02T20:01:15,80-89,74571,20528,95099,20.44,5.63,2021-02-03T08:06:02
2021-02-02T20:01:15,90+,57877,17458,75335,72.84,21.97,2021-02-03T08:06:02
2021-02-02T20:01:15,16+,1353790,767978,2121768,26.11,14.81,2021-02-03T08:06:02
