data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-26T15:09:10,16-19,75656,27945,103601,32.58,12.03,2021-05-26T19:32:01
2021-05-26T15:09:10,20-29,840035,440893,1280928,136.43,71.61,2021-05-26T19:32:01
2021-05-26T15:09:10,30-39,1141819,621827,1763646,164.23,89.44,2021-05-26T19:32:01
2021-05-26T15:09:10,40-49,1918769,916518,2835287,212.26,101.39,2021-05-26T19:32:01
2021-05-26T15:09:10,50-59,3751361,1333377,5084738,394.83,140.34,2021-05-26T19:32:01
2021-05-26T15:09:10,60-69,5079596,1509199,6588795,684.1,203.25,2021-05-26T19:32:01
2021-05-26T15:09:10,70-79,4876950,1757769,6634719,811.9,292.63,2021-05-26T19:32:01
2021-05-26T15:09:10,80-89,3324363,3000086,6324449,911.41,822.51,2021-05-26T19:32:01
2021-05-26T15:09:10,90+,761327,660516,1421843,958.16,831.29,2021-05-26T19:32:01
2021-05-26T15:09:10,16+,21769876,10268130,32038006,419.89,198.05,2021-05-26T19:32:01
