data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-09T05:01:18,16-19,3675,1943,5618,1.58,0.84,2021-03-09T12:52:01
2021-03-09T05:01:18,20-29,292325,178984,471309,47.48,29.07,2021-03-09T12:52:01
2021-03-09T05:01:18,30-39,434467,252417,686884,62.49,36.3,2021-03-09T12:52:01
2021-03-09T05:01:18,40-49,598222,311896,910118,66.18,34.5,2021-03-09T12:52:01
2021-03-09T05:01:18,50-59,758466,411945,1170411,79.83,43.36,2021-03-09T12:52:01
2021-03-09T05:01:18,60-69,428213,261176,689389,57.67,35.17,2021-03-09T12:52:01
2021-03-09T05:01:18,70-79,115318,68503,183821,19.2,11.4,2021-03-09T12:52:01
2021-03-09T05:01:18,80-89,978463,136838,1115301,268.26,37.52,2021-03-09T12:52:01
2021-03-09T05:01:18,90+,281218,73523,354741,353.92,92.53,2021-03-09T12:52:01
2021-03-09T05:01:18,16+,3890367,1697225,5587592,75.04,32.74,2021-03-09T12:52:01
