data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-17T18:31:08,16-19,4729,2436,7165,2.04,1.05,2021-03-17T22:56:01
2021-03-17T18:31:08,20-29,338518,211224,549742,54.98,34.31,2021-03-17T22:56:01
2021-03-17T18:31:08,30-39,512070,286495,798565,73.65,41.21,2021-03-17T22:56:01
2021-03-17T18:31:08,40-49,720117,352023,1072140,79.66,38.94,2021-03-17T22:56:01
2021-03-17T18:31:08,50-59,919067,460720,1379787,96.73,48.49,2021-03-17T22:56:01
2021-03-17T18:31:08,60-69,528074,295162,823236,71.12,39.75,2021-03-17T22:56:01
2021-03-17T18:31:08,70-79,161363,84694,246057,26.86,14.1,2021-03-17T22:56:01
2021-03-17T18:31:08,80-89,1397431,385183,1782614,383.12,105.6,2021-03-17T22:56:01
2021-03-17T18:31:08,90+,374228,133517,507745,470.98,168.04,2021-03-17T22:56:01
2021-03-17T18:31:08,16+,4955597,2211454,7167051,95.58,42.65,2021-03-17T22:56:01
