data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-14T06:57:52,16-19,48519,16730,65249,20.89,7.2,2021-05-14T09:18:02
2021-05-14T06:57:52,20-29,687061,347338,1034399,111.59,56.41,2021-05-14T09:18:02
2021-05-14T06:57:52,30-39,956276,475809,1432085,137.54,68.43,2021-05-14T09:18:02
2021-05-14T06:57:52,40-49,1435375,658316,2093691,158.78,72.82,2021-05-14T09:18:02
2021-05-14T06:57:52,50-59,2454619,912475,3367094,258.35,96.04,2021-05-14T09:18:02
2021-05-14T06:57:52,60-69,3983318,868240,4851558,536.46,116.93,2021-05-14T09:18:02
2021-05-14T06:57:52,70-79,4509646,1132897,5642543,750.75,188.6,2021-05-14T09:18:02
2021-05-14T06:57:52,80-89,3259094,2853027,6112121,893.52,782.19,2021-05-14T09:18:02
2021-05-14T06:57:52,90+,740452,609733,1350185,931.89,767.37,2021-05-14T09:18:02
2021-05-14T06:57:52,16+,18074360,7874565,25948925,348.61,151.88,2021-05-14T09:18:02
