data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-04-29T04:11:53,16-19,25325,8373,33698,10.91,3.61,2021-04-29T08:54:02
2021-04-29T04:11:53,20-29,549355,278131,827486,89.22,45.17,2021-04-29T08:54:02
2021-04-29T04:11:53,30-39,798862,370973,1169835,114.9,53.36,2021-04-29T08:54:02
2021-04-29T04:11:53,40-49,1167988,476585,1644573,129.21,52.72,2021-04-29T08:54:02
2021-04-29T04:11:53,50-59,1605302,649438,2254740,168.96,68.35,2021-04-29T08:54:02
2021-04-29T04:11:53,60-69,2028300,530660,2558960,273.17,71.47,2021-04-29T08:54:02
2021-04-29T04:11:53,70-79,3355182,460498,3815680,558.56,76.66,2021-04-29T08:54:02
2021-04-29T04:11:53,80-89,3128156,2256271,5384427,857.62,618.58,2021-04-29T08:54:02
2021-04-29T04:11:53,90+,696487,501039,1197526,876.56,630.58,2021-04-29T08:54:02
2021-04-29T04:11:53,16+,13354957,5531968,18886925,257.58,106.7,2021-04-29T08:54:02
