data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-01-26T07:01:06,16-19,1328,27,1355,0.57,0.01,2021-01-26T14:58:01
2021-01-26T07:01:06,20-29,132616,14143,146759,21.54,2.3,2021-01-26T14:58:01
2021-01-26T07:01:06,30-39,198788,28355,227143,28.59,4.08,2021-01-26T14:58:01
2021-01-26T07:01:06,40-49,248665,35235,283900,27.51,3.9,2021-01-26T14:58:01
2021-01-26T07:01:06,50-59,334508,46716,381224,35.21,4.92,2021-01-26T14:58:01
2021-01-26T07:01:06,60-69,206026,28601,234627,27.75,3.85,2021-01-26T14:58:01
2021-01-26T07:01:06,70-79,46890,2548,49438,7.81,0.42,2021-01-26T14:58:01
2021-01-26T07:01:06,80-89,67112,3205,70317,18.4,0.88,2021-01-26T14:58:01
2021-01-26T07:01:06,90+,51585,2822,54407,64.92,3.55,2021-01-26T14:58:01
2021-01-26T07:01:06,16+,1287518,161652,1449170,24.83,3.12,2021-01-26T14:58:01
