data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-04-02T18:44:01,16-19,9304,3593,12897,4.01,1.55,2021-04-03T02:32:02
2021-04-02T18:44:01,20-29,431203,236969,668172,70.03,38.49,2021-04-03T02:32:02
2021-04-02T18:44:01,30-39,645474,316362,961836,92.84,45.5,2021-04-03T02:32:02
2021-04-02T18:44:01,40-49,909739,389935,1299674,100.64,43.14,2021-04-03T02:32:02
2021-04-02T18:44:01,50-59,1179912,508832,1688744,124.19,53.55,2021-04-03T02:32:02
2021-04-02T18:44:01,60-69,789108,336410,1125518,106.27,45.31,2021-04-03T02:32:02
2021-04-02T18:44:01,70-79,712861,116782,829643,118.68,19.44,2021-04-03T02:32:02
2021-04-02T18:44:01,80-89,2163011,1131018,3294029,593.02,310.08,2021-04-03T02:32:02
2021-04-02T18:44:01,90+,505828,311118,816946,636.6,391.55,2021-04-03T02:32:02
2021-04-02T18:44:01,16+,7346440,3351019,10697459,141.69,64.63,2021-04-03T02:32:02
