data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-24T18:08:13,16-19,2624,1333,3957,1.13,0.57,2021-02-25T00:24:01
2021-02-24T18:08:13,20-29,233933,137425,371358,37.99,22.32,2021-02-25T00:24:01
2021-02-24T18:08:13,30-39,328912,206910,535822,47.31,29.76,2021-02-25T00:24:01
2021-02-24T18:08:13,40-49,421499,259090,680589,46.63,28.66,2021-02-25T00:24:01
2021-02-24T18:08:13,50-59,516920,348429,865349,54.41,36.67,2021-02-25T00:24:01
2021-02-24T18:08:13,60-69,299395,216844,516239,40.32,29.2,2021-02-25T00:24:01
2021-02-24T18:08:13,70-79,87857,50371,138228,14.63,8.39,2021-02-25T00:24:01
2021-02-24T18:08:13,80-89,415219,72556,487775,113.84,19.89,2021-02-25T00:24:01
2021-02-24T18:08:13,90+,143604,55861,199465,180.73,70.3,2021-02-25T00:24:01
2021-02-24T18:08:13,16+,2449963,1348819,3798782,47.25,26.02,2021-02-25T00:24:01
