data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-01-23T20:01:07,16-19,1306,16,1322,0.56,0.01,2021-01-24T01:46:01
2021-01-23T20:01:07,20-29,131169,5844,137013,21.3,0.95,2021-01-24T01:46:01
2021-01-23T20:01:07,30-39,196654,12457,209111,28.28,1.79,2021-01-24T01:46:01
2021-01-23T20:01:07,40-49,246137,15737,261874,27.23,1.74,2021-01-24T01:46:01
2021-01-23T20:01:07,50-59,331333,20549,351882,34.87,2.16,2021-01-24T01:46:01
2021-01-23T20:01:07,60-69,203743,12412,216155,27.44,1.67,2021-01-24T01:46:01
2021-01-23T20:01:07,70-79,45891,1253,47144,7.64,0.21,2021-01-24T01:46:01
2021-01-23T20:01:07,80-89,65581,1810,67391,17.98,0.5,2021-01-24T01:46:01
2021-01-23T20:01:07,90+,50372,1616,51988,63.4,2.03,2021-01-24T01:46:01
2021-01-23T20:01:07,16+,1272186,71694,1343880,24.54,1.38,2021-01-24T01:46:01
