data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-01-21T17:46:02,16-19,1575,2,1577,0.68,0.0,2021-01-21T21:06:02
2021-01-21T17:46:02,20-29,130567,1827,132394,21.21,0.3,2021-01-21T21:06:02
2021-01-21T17:46:02,30-39,194657,4259,198916,28.0,0.61,2021-01-21T21:06:02
2021-01-21T17:46:02,40-49,245218,5488,250706,27.13,0.61,2021-01-21T21:06:02
2021-01-21T17:46:02,50-59,329596,7391,336987,34.69,0.78,2021-01-21T21:06:02
2021-01-21T17:46:02,60-69,200942,4659,205601,27.06,0.63,2021-01-21T21:06:02
2021-01-21T17:46:02,70-79,44111,415,44526,7.34,0.07,2021-01-21T21:06:02
2021-01-21T17:46:02,80-89,62485,558,63043,17.13,0.15,2021-01-21T21:06:02
2021-01-21T17:46:02,90+,47967,467,48434,60.37,0.59,2021-01-21T21:06:02
2021-01-21T17:46:02,16+,1257118,25066,1282184,24.25,0.48,2021-01-21T21:06:02
