data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-04-20T08:24:43,16-19,18102,6102,24204,7.8,2.63,2021-04-20T12:32:01
2021-04-20T08:24:43,20-29,505138,261394,766532,82.04,42.45,2021-04-20T12:32:01
2021-04-20T08:24:43,30-39,742032,348176,1090208,106.73,50.08,2021-04-20T12:32:01
2021-04-20T08:24:43,40-49,1068487,436855,1505342,118.2,48.33,2021-04-20T12:32:01
2021-04-20T08:24:43,50-59,1434497,581346,2015843,150.98,61.19,2021-04-20T12:32:01
2021-04-20T08:24:43,60-69,1345413,428296,1773709,181.2,57.68,2021-04-20T12:32:01
2021-04-20T08:24:43,70-79,2298683,264518,2563201,382.68,44.04,2021-04-20T12:32:01
2021-04-20T08:24:43,80-89,2949660,1796895,4746555,808.69,492.64,2021-04-20T12:32:01
2021-04-20T08:24:43,90+,640535,432646,1073181,806.14,544.5,2021-04-20T12:32:01
2021-04-20T08:24:43,16+,11002547,4556228,15558775,212.21,87.88,2021-04-20T12:32:01
