data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-15T18:31:07,16-19,4440,2270,6710,1.91,0.98,2021-03-16T03:14:01
2021-03-15T18:31:07,20-29,330788,202857,533645,53.72,32.95,2021-03-16T03:14:01
2021-03-15T18:31:07,30-39,500928,277472,778400,72.05,39.91,2021-03-16T03:14:01
2021-03-15T18:31:07,40-49,704085,340971,1045056,77.89,37.72,2021-03-16T03:14:01
2021-03-15T18:31:07,50-59,897699,447119,1344818,94.48,47.06,2021-03-16T03:14:01
2021-03-15T18:31:07,60-69,512126,285373,797499,68.97,38.43,2021-03-16T03:14:01
2021-03-15T18:31:07,70-79,148117,79707,227824,24.66,13.27,2021-03-16T03:14:01
2021-03-15T18:31:07,80-89,1293535,283865,1577400,354.64,77.83,2021-03-16T03:14:01
2021-03-15T18:31:07,90+,350611,107829,458440,441.26,135.71,2021-03-16T03:14:01
2021-03-15T18:31:07,16+,4742329,2027463,6769792,91.47,39.1,2021-03-16T03:14:01
