data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-19T18:31:26,16-19,5062,2569,7631,2.18,1.11,2021-03-19T21:36:02
2021-03-19T18:31:26,20-29,342928,215756,558684,55.7,35.04,2021-03-19T21:36:02
2021-03-19T18:31:26,30-39,517784,291879,809663,74.47,41.98,2021-03-19T21:36:02
2021-03-19T18:31:26,40-49,728451,358707,1087158,80.58,39.68,2021-03-19T21:36:02
2021-03-19T18:31:26,50-59,930958,468807,1399765,97.98,49.34,2021-03-19T21:36:02
2021-03-19T18:31:26,60-69,539549,301238,840787,72.66,40.57,2021-03-19T21:36:02
2021-03-19T18:31:26,70-79,176767,87867,264634,29.43,14.63,2021-03-19T21:36:02
2021-03-19T18:31:26,80-89,1490529,478378,1968907,408.65,131.15,2021-03-19T21:36:02
2021-03-19T18:31:26,90+,390673,156928,547601,491.68,197.5,2021-03-19T21:36:02
2021-03-19T18:31:26,16+,5122701,2362129,7484830,98.8,45.56,2021-03-19T21:36:02
