data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-21T07:00:53,16-19,2396,1308,3704,1.03,0.56,2021-02-21T16:06:01
2021-02-21T07:00:53,20-29,216513,135519,352032,35.16,22.01,2021-02-21T16:06:01
2021-02-21T07:00:53,30-39,303070,204303,507373,43.59,29.38,2021-02-21T16:06:01
2021-02-21T07:00:53,40-49,380165,255664,635829,42.05,28.28,2021-02-21T16:06:01
2021-02-21T07:00:53,50-59,475918,344114,820032,50.09,36.22,2021-02-21T16:06:01
2021-02-21T07:00:53,60-69,286670,214466,501136,38.61,28.88,2021-02-21T16:06:01
2021-02-21T07:00:53,70-79,81940,49124,131064,13.64,8.18,2021-02-21T16:06:01
2021-02-21T07:00:53,80-89,272313,69568,341881,74.66,19.07,2021-02-21T16:06:01
2021-02-21T07:00:53,90+,109145,54096,163241,137.36,68.08,2021-02-21T16:06:01
2021-02-21T07:00:53,16+,2128130,1328162,3456292,41.05,25.62,2021-02-21T16:06:01
