data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-30T14:52:57,16-19,7896,3273,11169,3.4,1.41,2021-03-30T19:14:02
2021-03-30T14:52:57,20-29,409820,231973,641793,66.56,37.68,2021-03-30T19:14:02
2021-03-30T14:52:57,30-39,616712,310610,927322,88.7,44.67,2021-03-30T19:14:02
2021-03-30T14:52:57,40-49,867602,382255,1249857,95.98,42.29,2021-03-30T19:14:02
2021-03-30T14:52:57,50-59,1120065,498162,1618227,117.89,52.43,2021-03-30T19:14:02
2021-03-30T14:52:57,60-69,715682,325402,1041084,96.39,43.82,2021-03-30T19:14:02
2021-03-30T14:52:57,70-79,534759,103671,638430,89.03,17.26,2021-03-30T19:14:02
2021-03-30T14:52:57,80-89,1948770,943159,2891929,534.28,258.58,2021-03-30T19:14:02
2021-03-30T14:52:57,90+,469467,269841,739308,590.84,339.61,2021-03-30T19:14:02
2021-03-30T14:52:57,16+,6690773,3068346,9759119,129.05,59.18,2021-03-30T19:14:02
