data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-19T14:00:28,16-19,2285,1302,3587,0.98,0.56,2021-02-19T17:28:01
2021-02-19T14:00:28,20-29,207537,134807,342344,33.71,21.89,2021-02-19T17:28:01
2021-02-19T14:00:28,30-39,291083,203411,494494,41.87,29.26,2021-02-19T17:28:01
2021-02-19T14:00:28,40-49,363014,254420,617434,40.16,28.14,2021-02-19T17:28:01
2021-02-19T14:00:28,50-59,458922,342524,801446,48.3,36.05,2021-02-19T17:28:01
2021-02-19T14:00:28,60-69,280322,213235,493557,37.75,28.72,2021-02-19T17:28:01
2021-02-19T14:00:28,70-79,78993,48573,127566,13.15,8.09,2021-02-19T17:28:01
2021-02-19T14:00:28,80-89,230443,68418,298861,63.18,18.76,2021-02-19T17:28:01
2021-02-19T14:00:28,90+,98930,53311,152241,124.51,67.09,2021-02-19T17:28:01
2021-02-19T14:00:28,16+,2011529,1320001,3331530,38.8,25.46,2021-02-19T17:28:01
