data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-04-07T18:05:40,16-19,10882,3913,14795,4.69,1.69,2021-04-08T00:40:01
2021-04-07T18:05:40,20-29,450223,241633,691856,73.12,39.24,2021-04-08T00:40:01
2021-04-07T18:05:40,30-39,669947,322529,992476,96.36,46.39,2021-04-08T00:40:01
2021-04-07T18:05:40,40-49,947810,398280,1346090,104.85,44.06,2021-04-08T00:40:01
2021-04-07T18:05:40,50-59,1234799,520364,1755163,129.96,54.77,2021-04-08T00:40:01
2021-04-07T18:05:40,60-69,863529,349976,1213505,116.3,47.13,2021-04-08T00:40:01
2021-04-07T18:05:40,70-79,1000334,132797,1133131,166.53,22.11,2021-04-08T00:40:01
2021-04-07T18:05:40,80-89,2377755,1291902,3669657,651.89,354.19,2021-04-08T00:40:01
2021-04-07T18:05:40,90+,534690,346579,881269,672.93,436.18,2021-04-08T00:40:01
2021-04-07T18:05:40,16+,8089969,3607973,11697942,156.04,69.59,2021-04-08T00:40:01
