data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-02T07:01:45,16-19,1356,425,1781,0.58,0.18,2021-02-02T12:08:02
2021-02-02T07:01:45,20-29,137788,65443,203231,22.38,10.63,2021-02-02T12:08:02
2021-02-02T07:01:45,30-39,206326,114770,321096,29.68,16.51,2021-02-02T12:08:02
2021-02-02T07:01:45,40-49,258290,140801,399091,28.57,15.58,2021-02-02T12:08:02
2021-02-02T07:01:45,50-59,346961,191944,538905,36.52,20.2,2021-02-02T12:08:02
2021-02-02T07:01:45,60-69,214409,122033,336442,28.88,16.44,2021-02-02T12:08:02
2021-02-02T07:01:45,70-79,50453,16624,67077,8.4,2.77,2021-02-02T12:08:02
2021-02-02T07:01:45,80-89,73712,16908,90620,20.21,4.64,2021-02-02T12:08:02
2021-02-02T07:01:45,90+,57158,14530,71688,71.94,18.29,2021-02-02T12:08:02
2021-02-02T07:01:45,16+,1346453,683478,2029931,25.97,13.18,2021-02-02T12:08:02
