data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-04-25T04:11:20,16-19,21644,7533,29177,9.32,3.24,2021-04-25T16:02:02
2021-04-25T04:11:20,20-29,526869,271862,798731,85.57,44.15,2021-04-25T16:02:02
2021-04-25T04:11:20,30-39,771534,362351,1133885,110.97,52.12,2021-04-25T16:02:02
2021-04-25T04:11:20,40-49,1119754,460288,1580042,123.87,50.92,2021-04-25T16:02:02
2021-04-25T04:11:20,50-59,1523191,623232,2146423,160.32,65.6,2021-04-25T16:02:02
2021-04-25T04:11:20,60-69,1689709,491083,2180792,227.56,66.14,2021-04-25T16:02:02
2021-04-25T04:11:20,70-79,2919457,376908,3296365,486.02,62.75,2021-04-25T16:02:02
2021-04-25T04:11:20,80-89,3071054,2083019,5154073,841.97,571.09,2021-04-25T16:02:02
2021-04-25T04:11:20,90+,677702,476563,1154265,852.91,599.77,2021-04-25T16:02:02
2021-04-25T04:11:20,16+,12320914,5152839,17473753,237.64,99.39,2021-04-25T16:02:02
