data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-16T18:00:12,16-19,2110,1272,3382,0.91,0.55,2021-02-17T06:14:01
2021-02-16T18:00:12,20-29,190999,132604,323603,31.02,21.54,2021-02-17T06:14:01
2021-02-16T18:00:12,30-39,269796,199923,469719,38.8,28.75,2021-02-17T06:14:01
2021-02-16T18:00:12,40-49,334275,250144,584419,36.98,27.67,2021-02-17T06:14:01
2021-02-16T18:00:12,50-59,430739,337279,768018,45.34,35.5,2021-02-17T06:14:01
2021-02-16T18:00:12,60-69,267167,209644,476811,35.98,28.23,2021-02-17T06:14:01
2021-02-16T18:00:12,70-79,72612,46764,119376,12.09,7.79,2021-02-17T06:14:01
2021-02-16T18:00:12,80-89,164034,65652,229686,44.97,18.0,2021-02-17T06:14:01
2021-02-16T18:00:12,90+,82316,51070,133386,103.6,64.27,2021-02-17T06:14:01
2021-02-16T18:00:12,16+,1814048,1294352,3108400,34.99,24.96,2021-02-17T06:14:01
