data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-25T05:01:31,16-19,6208,2874,9082,2.67,1.24,2021-03-25T14:50:02
2021-03-25T05:01:31,20-29,373633,224516,598149,60.68,36.46,2021-03-25T14:50:02
2021-03-25T05:01:31,30-39,564928,301824,866752,81.25,43.41,2021-03-25T14:50:02
2021-03-25T05:01:31,40-49,794544,370855,1165399,87.89,41.02,2021-03-25T14:50:02
2021-03-25T05:01:31,50-59,1019595,483757,1503352,107.31,50.92,2021-03-25T14:50:02
2021-03-25T05:01:31,60-69,612741,313185,925926,82.52,42.18,2021-03-25T14:50:02
2021-03-25T05:01:31,70-79,315127,94517,409644,52.46,15.73,2021-03-25T14:50:02
2021-03-25T05:01:31,80-89,1689938,705424,2395362,463.32,193.4,2021-03-25T14:50:02
2021-03-25T05:01:31,90+,423182,209429,632611,532.59,263.57,2021-03-25T14:50:02
2021-03-25T05:01:31,16+,5799896,2706381,8506277,111.87,52.2,2021-03-25T14:50:02
