data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-04-15T04:23:41,16-19,14799,4970,19769,6.37,2.14,2021-04-15T11:24:02
2021-04-15T04:23:41,20-29,484490,252572,737062,78.69,41.02,2021-04-15T11:24:02
2021-04-15T04:23:41,30-39,714773,337108,1051881,102.8,48.49,2021-04-15T11:24:02
2021-04-15T04:23:41,40-49,1021023,419484,1440507,112.95,46.4,2021-04-15T11:24:02
2021-04-15T04:23:41,50-59,1351772,552490,1904262,142.27,58.15,2021-04-15T11:24:02
2021-04-15T04:23:41,60-69,1088273,388235,1476508,146.57,52.29,2021-04-15T11:24:02
2021-04-15T04:23:41,70-79,1709307,192231,1901538,284.56,32.0,2021-04-15T11:24:02
2021-04-15T04:23:41,80-89,2799631,1593356,4392987,767.55,436.84,2021-04-15T11:24:02
2021-04-15T04:23:41,90+,604737,398399,1003136,761.09,501.4,2021-04-15T11:24:02
2021-04-15T04:23:41,16+,9788805,4138845,13927650,188.8,79.83,2021-04-15T11:24:02
