data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-30T17:31:18,16-19,7973,3295,11268,3.43,1.42,2021-03-31T02:54:02
2021-03-30T17:31:18,20-29,411367,232248,643615,66.81,37.72,2021-03-31T02:54:02
2021-03-30T17:31:18,30-39,619002,310965,929967,89.03,44.73,2021-03-31T02:54:02
2021-03-30T17:31:18,40-49,870967,382778,1253745,96.35,42.34,2021-03-31T02:54:02
2021-03-30T17:31:18,50-59,1124744,498918,1623662,118.38,52.51,2021-03-31T02:54:02
2021-03-30T17:31:18,60-69,720940,326205,1047145,97.09,43.93,2021-03-31T02:54:02
2021-03-30T17:31:18,70-79,549677,104558,654235,91.51,17.41,2021-03-31T02:54:02
2021-03-30T17:31:18,80-89,1965923,955955,2921878,538.98,262.09,2021-03-31T02:54:02
2021-03-30T17:31:18,90+,472467,272457,744924,594.62,342.9,2021-03-31T02:54:02
2021-03-30T17:31:18,16+,6743060,3087379,9830439,130.06,59.55,2021-03-31T02:54:02
