data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-10T16:08:26,16-19,41726,14681,56407,17.97,6.32,2021-05-10T19:58:02
2021-05-10T16:08:26,20-29,644902,328454,973356,104.74,53.34,2021-05-10T19:58:02
2021-05-10T16:08:26,30-39,911022,445575,1356597,131.03,64.09,2021-05-10T19:58:02
2021-05-10T16:08:26,40-49,1359961,602109,1962070,150.44,66.61,2021-05-10T19:58:02
2021-05-10T16:08:26,50-59,2155295,835929,2991224,226.84,87.98,2021-05-10T19:58:02
2021-05-10T16:08:26,60-69,3502822,773660,4276482,471.75,104.19,2021-05-10T19:58:02
2021-05-10T16:08:26,70-79,4339733,938000,5277733,722.47,156.16,2021-05-10T19:58:02
2021-05-10T16:08:26,80-89,3234250,2769225,6003475,886.71,759.22,2021-05-10T19:58:02
2021-05-10T16:08:26,90+,731505,587140,1318645,920.63,738.94,2021-05-10T19:58:02
2021-05-10T16:08:26,16+,16921216,7294773,24215989,326.37,140.7,2021-05-10T19:58:02
