data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-16T19:12:54,16-19,54694,18573,73267,23.55,8.0,2021-05-17T00:14:01
2021-05-16T19:12:54,20-29,720016,362589,1082605,116.94,58.89,2021-05-17T00:14:01
2021-05-16T19:12:54,30-39,992658,501315,1493973,142.77,72.1,2021-05-17T00:14:01
2021-05-16T19:12:54,40-49,1512062,707535,2219597,167.27,78.27,2021-05-17T00:14:01
2021-05-16T19:12:54,50-59,2738275,983231,3721506,288.2,103.49,2021-05-17T00:14:01
2021-05-16T19:12:54,60-69,4303178,966957,5270135,579.54,130.23,2021-05-17T00:14:01
2021-05-16T19:12:54,70-79,4611553,1291785,5903338,767.72,215.05,2021-05-17T00:14:01
2021-05-16T19:12:54,80-89,3274336,2899631,6173967,897.7,794.97,2021-05-17T00:14:01
2021-05-16T19:12:54,90+,745181,623750,1368931,937.84,785.01,2021-05-17T00:14:01
2021-05-16T19:12:54,16+,18951953,8355366,27307319,365.54,161.15,2021-05-17T00:14:01
