data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-21T15:08:32,16-19,63684,22788,86472,27.42,9.81,2021-05-21T20:52:02
2021-05-21T15:08:32,20-29,774958,398357,1173315,125.86,64.7,2021-05-21T20:52:02
2021-05-21T15:08:32,30-39,1052919,557264,1610183,151.44,80.15,2021-05-21T20:52:02
2021-05-21T15:08:32,40-49,1673037,804054,2477091,185.07,88.95,2021-05-21T20:52:02
2021-05-21T15:08:32,50-59,3204570,1139861,4344431,337.28,119.97,2021-05-21T20:52:02
2021-05-21T15:08:32,60-69,4734089,1227337,5961426,637.57,165.29,2021-05-21T20:52:02
2021-05-21T15:08:32,70-79,4778504,1544073,6322577,795.51,257.05,2021-05-21T20:52:02
2021-05-21T15:08:32,80-89,3310969,2966365,6277334,907.74,813.27,2021-05-21T20:52:02
2021-05-21T15:08:32,90+,756127,646772,1402899,951.62,813.99,2021-05-21T20:52:02
2021-05-21T15:08:32,16+,20348857,9306871,29655728,392.48,179.51,2021-05-21T20:52:02
