data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-24T15:56:46,16-19,6039,2839,8878,2.6,1.22,2021-03-24T18:38:02
2021-03-24T15:56:46,20-29,368260,223694,591954,59.81,36.33,2021-03-24T18:38:02
2021-03-24T15:56:46,30-39,557215,300762,857977,80.14,43.26,2021-03-24T18:38:02
2021-03-24T15:56:46,40-49,783284,369465,1152749,86.65,40.87,2021-03-24T18:38:02
2021-03-24T15:56:46,50-59,1004397,481973,1486370,105.71,50.73,2021-03-24T18:38:02
2021-03-24T15:56:46,60-69,598904,311533,910437,80.66,41.96,2021-03-24T18:38:02
2021-03-24T15:56:46,70-79,294041,93630,387671,48.95,15.59,2021-03-24T18:38:02
2021-03-24T15:56:46,80-89,1658878,673409,2332287,454.8,184.62,2021-03-24T18:38:02
2021-03-24T15:56:46,90+,417840,200282,618122,525.87,252.06,2021-03-24T18:38:02
2021-03-24T15:56:46,16+,5688858,2657587,8346445,109.72,51.26,2021-03-24T18:38:02
