data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-30T15:07:31,16-19,92230,33502,125732,39.72,14.43,2021-05-30T20:36:02
2021-05-30T15:07:31,20-29,898064,484906,1382970,145.86,78.75,2021-05-30T20:36:02
2021-05-30T15:07:31,30-39,1208041,686657,1894698,173.75,98.76,2021-05-30T20:36:02
2021-05-30T15:07:31,40-49,2175514,1030051,3205565,240.66,113.95,2021-05-30T20:36:02
2021-05-30T15:07:31,50-59,4246258,1567847,5814105,446.92,165.02,2021-05-30T20:36:02
2021-05-30T15:07:31,60-69,5326710,1773092,7099802,717.39,238.79,2021-05-30T20:36:02
2021-05-30T15:07:31,70-79,4955919,1937884,6893803,825.05,322.61,2021-05-30T20:36:02
2021-05-30T15:07:31,80-89,3344001,3034431,6378432,916.8,831.93,2021-05-30T20:36:02
2021-05-30T15:07:31,90+,767626,672081,1439707,966.09,845.84,2021-05-30T20:36:02
2021-05-30T15:07:31,16+,23014363,11220451,34234814,443.89,216.41,2021-05-30T20:36:02
