data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-04-09T14:51:52,16-19,11772,4126,15898,5.07,1.78,2021-04-09T17:58:02
2021-04-09T14:51:52,20-29,460629,244815,705444,74.81,39.76,2021-04-09T17:58:02
2021-04-09T14:51:52,30-39,683557,326795,1010352,98.32,47.0,2021-04-09T17:58:02
2021-04-09T14:51:52,40-49,968917,404268,1373185,107.18,44.72,2021-04-09T17:58:02
2021-04-09T14:51:52,50-59,1267119,529064,1796183,133.36,55.68,2021-04-09T17:58:02
2021-04-09T14:51:52,60-69,910571,359478,1270049,122.63,48.41,2021-04-09T17:58:02
2021-04-09T14:51:52,70-79,1150353,145207,1295560,191.51,24.17,2021-04-09T17:58:02
2021-04-09T14:51:52,80-89,2520282,1384931,3905213,690.97,379.7,2021-04-09T17:58:02
2021-04-09T14:51:52,90+,554393,362531,916924,697.73,456.26,2021-04-09T17:58:02
2021-04-09T14:51:52,16+,8527593,3761215,12288808,164.48,72.54,2021-04-09T17:58:02
