data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-27T04:16:19,16-19,78199,28671,106870,33.68,12.35,2021-05-27T12:06:02
2021-05-27T04:16:19,20-29,848729,447499,1296228,137.84,72.68,2021-05-27T12:06:02
2021-05-27T04:16:19,30-39,1151777,631312,1783089,165.66,90.8,2021-05-27T12:06:02
2021-05-27T04:16:19,40-49,1952318,933001,2885319,215.97,103.21,2021-05-27T12:06:02
2021-05-27T04:16:19,50-59,3824324,1365561,5189885,402.51,143.73,2021-05-27T12:06:02
2021-05-27T04:16:19,60-69,5123011,1545179,6668190,689.95,208.1,2021-05-27T12:06:02
2021-05-27T04:16:19,70-79,4890706,1787833,6678539,814.19,297.63,2021-05-27T12:06:02
2021-05-27T04:16:19,80-89,3328905,3005882,6334787,912.66,824.1,2021-05-27T12:06:02
2021-05-27T04:16:19,90+,762769,662705,1425474,959.97,834.04,2021-05-27T12:06:02
2021-05-27T04:16:19,16+,21960738,10407643,32368381,423.57,200.74,2021-05-27T12:06:02
