data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-12T18:31:08,16-19,4204,2180,6384,1.81,0.94,2021-03-12T19:52:01
2021-03-12T18:31:08,20-29,317304,196849,514153,51.53,31.97,2021-03-12T19:52:01
2021-03-12T18:31:08,30-39,478548,270748,749296,68.83,38.94,2021-03-12T19:52:01
2021-03-12T18:31:08,40-49,669520,333192,1002712,74.06,36.86,2021-03-12T19:52:01
2021-03-12T18:31:08,50-59,851604,437789,1289393,89.63,46.08,2021-03-12T19:52:01
2021-03-12T18:31:08,60-69,480326,278885,759211,64.69,37.56,2021-03-12T19:52:01
2021-03-12T18:31:08,70-79,130964,76590,207554,21.8,12.75,2021-03-12T19:52:01
2021-03-12T18:31:08,80-89,1204262,222380,1426642,330.16,60.97,2021-03-12T19:52:01
2021-03-12T18:31:08,90+,332625,93665,426290,418.62,117.88,2021-03-12T19:52:01
2021-03-12T18:31:08,16+,4469357,1912278,6381635,86.2,36.88,2021-03-12T19:52:01
