data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-28T15:02:14,16-19,84833,30588,115421,36.53,13.17,2021-05-28T17:22:02
2021-05-28T15:02:14,20-29,868816,463718,1332534,141.11,75.31,2021-05-28T17:22:02
2021-05-28T15:02:14,30-39,1173978,655450,1829428,168.85,94.27,2021-05-28T17:22:02
2021-05-28T15:02:14,40-49,2036605,975482,3012087,225.29,107.91,2021-05-28T17:22:02
2021-05-28T15:02:14,50-59,3988208,1460022,5448230,419.76,153.67,2021-05-28T17:22:02
2021-05-28T15:02:14,60-69,5201289,1656946,6858235,700.49,223.15,2021-05-28T17:22:02
2021-05-28T15:02:14,70-79,4918953,1855725,6774678,818.89,308.94,2021-05-28T17:22:02
2021-05-28T15:02:14,80-89,3336104,3018751,6354855,914.63,827.63,2021-05-28T17:22:02
2021-05-28T15:02:14,90+,765261,667157,1432418,963.11,839.64,2021-05-28T17:22:02
2021-05-28T15:02:14,16+,22374047,10783839,33157886,431.54,207.99,2021-05-28T17:22:02
