data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-04-07T13:58:20,16-19,10786,3896,14682,4.64,1.68,2021-04-07T17:12:01
2021-04-07T13:58:20,20-29,448641,241259,689900,72.86,39.18,2021-04-07T17:12:01
2021-04-07T13:58:20,30-39,667814,322072,989886,96.05,46.32,2021-04-07T17:12:01
2021-04-07T13:58:20,40-49,945086,397656,1342742,104.55,43.99,2021-04-07T17:12:01
2021-04-07T13:58:20,50-59,1231135,519654,1750789,129.58,54.69,2021-04-07T17:12:01
2021-04-07T13:58:20,60-69,860060,349326,1209386,115.83,47.05,2021-04-07T17:12:01
2021-04-07T13:58:20,70-79,985389,131931,1117320,164.04,21.96,2021-04-07T17:12:01
2021-04-07T13:58:20,80-89,2359833,1282990,3642823,646.98,351.75,2021-04-07T17:12:01
2021-04-07T13:58:20,90+,532286,344439,876725,669.9,433.49,2021-04-07T17:12:01
2021-04-07T13:58:20,16+,8041030,3593223,11634253,155.09,69.3,2021-04-07T17:12:01
