data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-04-23T15:10:20,16-19,20249,7041,27290,8.72,3.03,2021-04-23T17:28:01
2021-04-23T15:10:20,20-29,518862,268625,787487,84.27,43.63,2021-04-23T17:28:01
2021-04-23T15:10:20,30-39,760238,357894,1118132,109.34,51.48,2021-04-23T17:28:01
2021-04-23T15:10:20,40-49,1100093,452882,1552975,121.69,50.1,2021-04-23T17:28:01
2021-04-23T15:10:20,50-59,1488596,609740,2098336,156.67,64.18,2021-04-23T17:28:01
2021-04-23T15:10:20,60-69,1559878,471635,2031513,210.08,63.52,2021-04-23T17:28:01
2021-04-23T15:10:20,70-79,2719780,343244,3063024,452.78,57.14,2021-04-23T17:28:01
2021-04-23T15:10:20,80-89,3033730,1987942,5021672,831.73,545.02,2021-04-23T17:28:01
2021-04-23T15:10:20,90+,665663,463722,1129385,837.76,583.61,2021-04-23T17:28:01
2021-04-23T15:10:20,16+,11867089,4962725,16829814,228.89,95.72,2021-04-23T17:28:01
