data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-04-24T04:10:30,16-19,20790,7310,28100,8.95,3.15,2021-04-24T10:04:01
2021-04-24T04:10:30,20-29,522153,270123,792276,84.8,43.87,2021-04-24T10:04:01
2021-04-24T04:10:30,30-39,765071,359821,1124892,110.04,51.75,2021-04-24T10:04:01
2021-04-24T04:10:30,40-49,1108338,456104,1564442,122.61,50.46,2021-04-24T10:04:01
2021-04-24T04:10:30,50-59,1502521,615396,2117917,158.14,64.77,2021-04-24T10:04:01
2021-04-24T04:10:30,60-69,1610866,479775,2090641,216.95,64.61,2021-04-24T10:04:01
2021-04-24T04:10:30,70-79,2801597,357216,3158813,466.4,59.47,2021-04-24T10:04:01
2021-04-24T04:10:30,80-89,3051198,2026201,5077399,836.52,555.51,2021-04-24T10:04:01
2021-04-24T04:10:30,90+,671888,469162,1141050,845.6,590.46,2021-04-24T10:04:01
2021-04-24T04:10:30,16+,12054422,5041108,17095530,232.5,97.23,2021-04-24T10:04:01
