data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-04-28T04:10:40,16-19,24348,8101,32449,10.49,3.49,2021-04-28T16:00:02
2021-04-28T04:10:40,20-29,545991,275841,821832,88.68,44.8,2021-04-28T16:00:02
2021-04-28T04:10:40,30-39,794083,367945,1162028,114.21,52.92,2021-04-28T16:00:02
2021-04-28T04:10:40,40-49,1156824,470721,1627545,127.97,52.07,2021-04-28T16:00:02
2021-04-28T04:10:40,50-59,1585430,640708,2226138,166.87,67.43,2021-04-28T16:00:02
2021-04-28T04:10:40,60-69,1940119,517256,2457375,261.29,69.66,2021-04-28T16:00:02
2021-04-28T04:10:40,70-79,3246926,433335,3680261,540.54,72.14,2021-04-28T16:00:02
2021-04-28T04:10:40,80-89,3115143,2195157,5310300,854.05,601.83,2021-04-28T16:00:02
2021-04-28T04:10:40,90+,692128,492773,1184901,871.07,620.17,2021-04-28T16:00:02
2021-04-28T04:10:40,16+,13100992,5401837,18502829,252.69,104.19,2021-04-28T16:00:02
