data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-17T18:00:28,16-19,2170,1279,3449,0.93,0.55,2021-02-18T01:02:02
2021-02-17T18:00:28,20-29,196406,133387,329793,31.9,21.66,2021-02-18T01:02:02
2021-02-17T18:00:28,30-39,277099,201058,478157,39.85,28.92,2021-02-18T01:02:02
2021-02-17T18:00:28,40-49,343924,251489,595413,38.05,27.82,2021-02-18T01:02:02
2021-02-17T18:00:28,50-59,439953,339022,778975,46.31,35.68,2021-02-18T01:02:02
2021-02-17T18:00:28,60-69,271555,210862,482417,36.57,28.4,2021-02-18T01:02:02
2021-02-17T18:00:28,70-79,74747,47444,122191,12.44,7.9,2021-02-18T01:02:02
2021-02-17T18:00:28,80-89,185901,66614,252515,50.97,18.26,2021-02-18T01:02:02
2021-02-17T18:00:28,90+,86831,51918,138749,109.28,65.34,2021-02-18T01:02:02
2021-02-17T18:00:28,16+,1878586,1303073,3181659,36.23,25.13,2021-02-18T01:02:02
