data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-01-15T23:36:04,16-19,2814,0,2814,1.21,0,2021-01-15T23:58:01
2021-01-15T23:36:04,20-29,116771,0,116771,18.97,0,2021-01-15T23:58:01
2021-01-15T23:36:04,30-39,166006,0,166006,23.88,0,2021-01-15T23:58:01
2021-01-15T23:36:04,40-49,214988,0,214988,23.78,0,2021-01-15T23:58:01
2021-01-15T23:36:04,50-59,280047,0,280047,29.47,0,2021-01-15T23:58:01
2021-01-15T23:36:04,60-69,157600,0,157600,21.23,0,2021-01-15T23:58:01
2021-01-15T23:36:04,70-79,30618,0,30618,5.1,0,2021-01-15T23:58:01
2021-01-15T23:36:04,80-89,40925,0,40925,11.22,0,2021-01-15T23:58:01
2021-01-15T23:36:04,90+,29597,0,29597,37.25,0,2021-01-15T23:58:01
2021-01-15T23:36:04,16+,1039366,0,1039366,20.05,0,2021-01-15T23:58:01
