data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-20T07:00:38,16-19,2348,1306,3654,1.01,0.56,2021-02-20T09:58:02
2021-02-20T07:00:38,20-29,212292,135204,347496,34.48,21.96,2021-02-20T09:58:02
2021-02-20T07:00:38,30-39,297118,203829,500947,42.73,29.32,2021-02-20T09:58:02
2021-02-20T07:00:38,40-49,371827,255085,626912,41.13,28.22,2021-02-20T09:58:02
2021-02-20T07:00:38,50-59,467386,343284,810670,49.19,36.13,2021-02-20T09:58:02
2021-02-20T07:00:38,60-69,283445,213758,497203,38.17,28.79,2021-02-20T09:58:02
2021-02-20T07:00:38,70-79,80402,48861,129263,13.39,8.13,2021-02-20T09:58:02
2021-02-20T07:00:38,80-89,245655,68988,314643,67.35,18.91,2021-02-20T09:58:02
2021-02-20T07:00:38,90+,103420,53739,157159,130.16,67.63,2021-02-20T09:58:02
2021-02-20T07:00:38,16+,2063893,1324054,3387947,39.81,25.54,2021-02-20T09:58:02
