data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-01-12T23:35:02,16-19,1674,0,1674,0.72,0,2021-01-12T23:58:01
2021-01-12T23:35:02,20-29,85624,0,85624,13.91,0,2021-01-12T23:58:01
2021-01-12T23:35:02,30-39,129565,0,129565,18.64,0,2021-01-12T23:58:01
2021-01-12T23:35:02,40-49,167018,0,167018,18.48,0,2021-01-12T23:58:01
2021-01-12T23:35:02,50-59,219581,0,219581,23.11,0,2021-01-12T23:58:01
2021-01-12T23:35:02,60-69,124851,0,124851,16.81,0,2021-01-12T23:58:01
2021-01-12T23:35:02,70-79,20255,0,20255,3.37,0,2021-01-12T23:58:01
2021-01-12T23:35:02,80-89,24616,0,24616,6.75,0,2021-01-12T23:58:01
2021-01-12T23:35:02,90+,18550,0,18550,23.35,0,2021-01-12T23:58:01
2021-01-12T23:35:02,16+,791734,0,791734,15.27,0,2021-01-12T23:58:01
