data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-04-26T04:10:33,16-19,22426,7636,30062,9.66,3.29,2021-04-26T08:34:02
2021-04-26T04:10:33,20-29,531284,272632,803916,86.29,44.28,2021-04-26T08:34:02
2021-04-26T04:10:33,30-39,777106,363379,1140485,111.77,52.26,2021-04-26T08:34:02
2021-04-26T04:10:33,40-49,1129269,462271,1591540,124.92,51.14,2021-04-26T08:34:02
2021-04-26T04:10:33,50-59,1539211,626825,2166036,162.0,65.97,2021-04-26T08:34:02
2021-04-26T04:10:33,60-69,1762105,497006,2259111,237.31,66.94,2021-04-26T08:34:02
2021-04-26T04:10:33,70-79,3019781,389452,3409233,502.72,64.83,2021-04-26T08:34:02
2021-04-26T04:10:33,80-89,3085404,2104947,5190351,845.9,577.1,2021-04-26T08:34:02
2021-04-26T04:10:33,90+,681460,479368,1160828,857.64,603.3,2021-04-26T08:34:02
2021-04-26T04:10:33,16+,12548046,5203516,17751562,242.02,100.36,2021-04-26T08:34:02
