data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-01T19:11:19,16-19,29026,9599,38625,12.5,4.13,2021-05-02T02:46:01
2021-05-01T19:11:19,20-29,572576,289036,861612,92.99,46.94,2021-05-02T02:46:01
2021-05-01T19:11:19,30-39,825691,386345,1212036,118.76,55.57,2021-05-02T02:46:01
2021-05-01T19:11:19,40-49,1212636,500960,1713596,134.14,55.42,2021-05-02T02:46:01
2021-05-01T19:11:19,50-59,1701601,689334,2390935,179.09,72.55,2021-05-02T02:46:01
2021-05-01T19:11:19,60-69,2364354,585648,2950002,318.42,78.87,2021-05-02T02:46:01
2021-05-01T19:11:19,70-79,3672218,565266,4237484,611.34,94.1,2021-05-02T02:46:01
2021-05-01T19:11:19,80-89,3163968,2460451,5624419,867.44,674.56,2021-05-02T02:46:01
2021-05-01T19:11:19,90+,708121,527512,1235633,891.2,663.89,2021-05-02T02:46:01
2021-05-01T19:11:19,16+,14250191,6014151,20264342,274.85,116.0,2021-05-02T02:46:01
