data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-01-27T08:02:10,16-19,1332,41,1373,0.57,0.02,2021-01-27T15:44:01
2021-01-27T08:02:10,20-29,133931,20873,154804,21.75,3.39,2021-01-27T15:44:01
2021-01-27T08:02:10,30-39,200542,42468,243010,28.84,6.11,2021-01-27T15:44:01
2021-01-27T08:02:10,40-49,250959,52200,303159,27.76,5.77,2021-01-27T15:44:01
2021-01-27T08:02:10,50-59,337370,70260,407630,35.51,7.39,2021-01-27T15:44:01
2021-01-27T08:02:10,60-69,207561,42674,250235,27.95,5.75,2021-01-27T15:44:01
2021-01-27T08:02:10,70-79,47738,3991,51729,7.95,0.66,2021-01-27T15:44:01
2021-01-27T08:02:10,80-89,68890,4935,73825,18.89,1.35,2021-01-27T15:44:01
2021-01-27T08:02:10,90+,53157,4416,57573,66.9,5.56,2021-01-27T15:44:01
2021-01-27T08:02:10,16+,1301480,241858,1543338,25.1,4.66,2021-01-27T15:44:01
