data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-27T18:07:55,16-19,2914,1401,4315,1.25,0.6,2021-02-27T20:20:01
2021-02-27T18:07:55,20-29,249203,142391,391594,40.47,23.13,2021-02-27T20:20:01
2021-02-27T18:07:55,30-39,355896,213057,568953,51.19,30.64,2021-02-27T20:20:01
2021-02-27T18:07:55,40-49,465677,266164,731841,51.51,29.44,2021-02-27T20:20:01
2021-02-27T18:07:55,50-59,572200,356872,929072,60.22,37.56,2021-02-27T20:20:01
2021-02-27T18:07:55,60-69,323098,222521,545619,43.51,29.97,2021-02-27T20:20:01
2021-02-27T18:07:55,70-79,92675,52523,145198,15.43,8.74,2021-02-27T20:20:01
2021-02-27T18:07:55,80-89,570783,76564,647347,156.49,20.99,2021-02-27T20:20:01
2021-02-27T18:07:55,90+,180623,58383,239006,227.32,73.48,2021-02-27T20:20:01
2021-02-27T18:07:55,16+,2813069,1389876,4202945,54.26,26.81,2021-02-27T20:20:01
