data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-04T07:04:24,16-19,1381,617,1998,0.59,0.27,2021-02-04T16:54:01
2021-02-04T07:04:24,20-29,139773,85746,225519,22.7,13.93,2021-02-04T16:54:01
2021-02-04T07:04:24,30-39,208901,142190,351091,30.05,20.45,2021-02-04T16:54:01
2021-02-04T07:04:24,40-49,261705,176008,437713,28.95,19.47,2021-02-04T16:54:01
2021-02-04T07:04:24,50-59,350972,240020,590992,36.94,25.26,2021-02-04T16:54:01
2021-02-04T07:04:24,60-69,216717,150066,366783,29.19,20.21,2021-02-04T16:54:01
2021-02-04T07:04:24,70-79,51658,24247,75905,8.6,4.04,2021-02-04T16:54:01
2021-02-04T07:04:24,80-89,76344,26052,102396,20.93,7.14,2021-02-04T16:54:01
2021-02-04T07:04:24,90+,59294,22291,81585,74.62,28.05,2021-02-04T16:54:01
2021-02-04T07:04:24,16+,1366745,867237,2233982,26.36,16.73,2021-02-04T16:54:01
