data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-01T07:01:57,16-19,1352,329,1681,0.58,0.14,2021-02-01T11:30:01
2021-02-01T07:01:57,20-29,137204,58655,195859,22.28,9.53,2021-02-01T11:30:01
2021-02-01T07:01:57,30-39,205624,105334,310958,29.57,15.15,2021-02-01T11:30:01
2021-02-01T07:01:57,40-49,257372,128959,386331,28.47,14.27,2021-02-01T11:30:01
2021-02-01T07:01:57,50-59,345792,175536,521328,36.39,18.48,2021-02-01T11:30:01
2021-02-01T07:01:57,60-69,213677,111290,324967,28.78,14.99,2021-02-01T11:30:01
2021-02-01T07:01:57,70-79,50172,14307,64479,8.35,2.38,2021-02-01T11:30:01
2021-02-01T07:01:57,80-89,73348,14521,87869,20.11,3.98,2021-02-01T11:30:01
2021-02-01T07:01:57,90+,56847,12648,69495,71.54,15.92,2021-02-01T11:30:01
2021-02-01T07:01:57,16+,1341388,621579,1962967,25.87,11.99,2021-02-01T11:30:01
