data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-01T04:11:53,16-19,28153,9250,37403,12.12,3.98,2021-05-01T14:54:01
2021-05-01T04:11:53,20-29,567939,286377,854316,92.24,46.51,2021-05-01T14:54:01
2021-05-01T04:11:53,30-39,820538,382754,1203292,118.02,55.05,2021-05-01T14:54:01
2021-05-01T04:11:53,40-49,1203438,494618,1698056,133.13,54.72,2021-05-01T14:54:01
2021-05-01T04:11:53,50-59,1678332,679190,2357522,176.64,71.48,2021-05-01T14:54:01
2021-05-01T04:11:53,60-69,2287448,570961,2858409,308.07,76.9,2021-05-01T14:54:01
2021-05-01T04:11:53,70-79,3603044,538469,4141513,599.82,89.64,2021-05-01T14:54:01
2021-05-01T04:11:53,80-89,3157181,2413368,5570549,865.58,661.65,2021-05-01T14:54:01
2021-05-01T04:11:53,90+,706120,521887,1228007,888.68,656.82,2021-05-01T14:54:01
2021-05-01T04:11:53,16+,14052193,5896874,19949067,271.03,113.74,2021-05-01T14:54:01
