data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-02-07T11:17:21,16-19,1480,981,2461,0.64,0.42,2021-02-07T15:06:02
2021-02-07T11:17:21,20-29,145592,113754,259346,23.65,18.48,2021-02-07T15:06:02
2021-02-07T11:17:21,30-39,216298,175947,392245,31.11,25.31,2021-02-07T15:06:02
2021-02-07T11:17:21,40-49,270435,218979,489414,29.92,24.22,2021-02-07T15:06:02
2021-02-07T11:17:21,50-59,361577,296655,658232,38.06,31.22,2021-02-07T15:06:02
2021-02-07T11:17:21,60-69,224117,184984,409101,30.18,24.91,2021-02-07T15:06:02
2021-02-07T11:17:21,70-79,54302,35335,89637,9.04,5.88,2021-02-07T15:06:02
2021-02-07T11:17:21,80-89,80403,40442,120845,22.04,11.09,2021-02-07T15:06:02
2021-02-07T11:17:21,90+,62019,33790,95809,78.05,42.53,2021-02-07T15:06:02
2021-02-07T11:17:21,16+,1416223,1100867,2517090,27.32,21.23,2021-02-07T15:06:02
