data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-20T18:31:05,16-19,5301,2648,7949,2.28,1.14,2021-03-21T05:20:02
2021-03-20T18:31:05,20-29,347919,217757,565676,56.51,35.37,2021-03-21T05:20:02
2021-03-20T18:31:05,30-39,525654,294521,820175,75.6,42.36,2021-03-21T05:20:02
2021-03-20T18:31:05,40-49,739527,361727,1101254,81.81,40.01,2021-03-21T05:20:02
2021-03-20T18:31:05,50-59,945255,472389,1417644,99.49,49.72,2021-03-21T05:20:02
2021-03-20T18:31:05,60-69,550696,303797,854493,74.17,40.91,2021-03-21T05:20:02
2021-03-20T18:31:05,70-79,197304,89346,286650,32.85,14.87,2021-03-21T05:20:02
2021-03-20T18:31:05,80-89,1532935,525353,2058288,420.27,144.03,2021-03-21T05:20:02
2021-03-20T18:31:05,90+,397134,167426,564560,499.81,210.71,2021-03-21T05:20:02
2021-03-20T18:31:05,16+,5241725,2434964,7676689,101.1,46.96,2021-03-21T05:20:02
