data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-05-06T10:56:17,16-19,34882,11824,46706,15.02,5.09,2021-05-06T16:20:01
2021-05-06T10:56:17,20-29,606203,304292,910495,98.45,49.42,2021-05-06T16:20:01
2021-05-06T10:56:17,30-39,863479,408096,1271575,124.19,58.7,2021-05-06T16:20:01
2021-05-06T10:56:17,40-49,1277337,537432,1814769,141.3,59.45,2021-05-06T16:20:01
2021-05-06T10:56:17,50-59,1883064,744074,2627138,198.19,78.31,2021-05-06T16:20:01
2021-05-06T10:56:17,60-69,2912688,657646,3570334,392.27,88.57,2021-05-06T16:20:01
2021-05-06T10:56:17,70-79,4046027,722444,4768471,673.57,120.27,2021-05-06T16:20:01
2021-05-06T10:56:17,80-89,3200012,2627274,5827286,877.32,720.3,2021-05-06T16:20:01
2021-05-06T10:56:17,90+,720482,554898,1275380,906.75,698.36,2021-05-06T16:20:01
2021-05-06T10:56:17,16+,15544174,6567980,22112154,299.81,126.68,2021-05-06T16:20:01
