data,fascia_eta,dosi_somministrate_prima,dosi_somministrate_seconda,dosi_somministrate_tot,dosi_somministrate_prima_per_1k_abitanti,dosi_somministrate_seconda_per_1k_abitanti,data_ultimo_check
2021-03-01T07:01:27,16-19,2958,1441,4399,1.27,0.62,2021-03-01T11:40:01
2021-03-01T07:01:27,20-29,252378,143811,396189,40.99,23.36,2021-03-01T11:40:01
2021-03-01T07:01:27,30-39,361655,214518,576173,52.02,30.85,2021-03-01T11:40:01
2021-03-01T07:01:27,40-49,475574,267922,743496,52.61,29.64,2021-03-01T11:40:01
2021-03-01T07:01:27,50-59,586321,359042,945363,61.71,37.79,2021-03-01T11:40:01
2021-03-01T07:01:27,60-69,331823,224041,555864,44.69,30.17,2021-03-01T11:40:01
2021-03-01T07:01:27,70-79,93891,53170,147061,15.63,8.85,2021-03-01T11:40:01
2021-03-01T07:01:27,80-89,608652,77433,686085,166.87,21.23,2021-03-01T11:40:01
2021-03-01T07:01:27,90+,189203,58884,248087,238.12,74.11,2021-03-01T11:40:01
2021-03-01T07:01:27,16+,2902455,1400262,4302717,55.98,27.01,2021-03-01T11:40:01
